CommitteeID,Name,CategoryID,CategoryDesc,KnessetNum,CommitteeTypeID,CommitteeTypeDesc,Email,StartDate,FinishDate,AdditionalTypeID,AdditionalTypeDesc,ParentCommitteeID,CommitteeParentName,IsCurrent,LastUpdatedDate
24,ועדת הפנים ואיכות הסביבה,5,ועדת הפנים והגנת הסביבה,16,71,ועדה ראשית,sazulay@knesset.gov.il,2003-02-17T00:00:00,,991,קבועה,,,True,2015-03-20T12:02:57
25,"ועדת החוקה, חוק ומשפט",6,"ועדת החוקה, חוק ומשפט",16,71,ועדה ראשית,vhukamichald@knesset.gov.il,2003-02-17T00:00:00,,991,קבועה,,,True,2015-03-20T12:02:57
26,"ועדת העלייה, הקליטה והתפוצות",27,"ועדת העלייה, הקליטה והתפוצות",16,71,ועדה ראשית,tzgiladi@knesset.gov.il,2003-02-17T00:00:00,,991,קבועה,,,True,2015-03-20T12:02:57
27,"ועדת החינוך, התרבות והספורט",8,"ועדת החינוך, התרבות והספורט",16,71,ועדה ראשית,emorali@knesset.gov.il,2003-02-17T00:00:00,,991,קבועה,,,True,2015-03-20T12:02:57
28,"ועדת העבודה, הרווחה והבריאות",28,ועדת העבודה והרווחה,16,71,ועדה ראשית,vrevacha@knesset.gov.il,2003-02-17T00:00:00,,991,קבועה,,,True,2015-03-20T12:02:57
29,הוועדה לענייני ביקורת המדינה,10,הוועדה לענייני ביקורת המדינה,16,71,ועדה ראשית,,2003-02-17T00:00:00,,991,קבועה,,,True,2015-03-20T12:02:57
30,הוועדה לקידום מעמד האישה,11,הוועדה לקידום מעמד האישה ולשוויון מגדרי,16,71,ועדה ראשית,ariela@knesset.gov.il,2004-08-11T00:00:00,,991,קבועה,,,True,2015-03-20T12:02:57
31,ועדת המדע והטכנולוגיה,13,ועדת  המדע  והטכנולוגיה,16,71,ועדה ראשית,sciencecom@knesset.gov.il,2004-10-10T00:00:00,,991,קבועה,,,True,2015-03-20T12:02:57
32,ועדת האתיקה,14,ועדת האתיקה,16,71,ועדה ראשית,,2003-02-17T00:00:00,,991,קבועה,,,True,2015-03-20T12:02:57
33,הוועדה המיוחדת למאבק בנגע הסמים,12,הוועדה המיוחדת למאבק בשימוש בסמים ובאלכוהול,16,72,ועדה מיוחדת,ynagani@knesset.gov.il,2003-02-17T00:00:00,,992,מיוחדת,,,True,2020-05-21T15:39:38
34,הוועדה המיוחדת לבחינת בעיית העובדים הזרים,15,הוועדה המיוחדת לעובדים זרים,16,72,ועדה מיוחדת,ynagani@knesset.gov.il,2003-02-17T00:00:00,,992,מיוחדת,,,True,2020-05-21T15:39:38
35,הוועדה המיוחדת לקידום מעמד הילד,25,הוועדה המיוחדת לזכויות הילד,16,72,ועדה מיוחדת,,2003-02-17T00:00:00,,992,מיוחדת,,,True,2020-05-21T15:39:38
36,הוועדה המיוחדת לפניות הציבור,19,הוועדה המיוחדת לפניות הציבור,16,72,ועדה מיוחדת,vz@knesset.gov.il,2003-02-17T00:00:00,,992,מיוחדת,,,True,2020-05-21T15:39:38
37,הוועדה המשותפת לוועדת החוץ והביטחון ולוועדת הכספים לנושא תקציב הביטחון ,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
38,הוועדה המשותפת לוועדת החוץ והביטחון ולוועדת הכספים לנושא תקציב הביטחון ,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
39,ועדת החקירה בנושא איתור והשבת נכסים של נספי השואה,31,ועדת חקירה פרלמנטרית בנושא איתור והשבת נכסים של נספי השואה,16,72,ועדה מיוחדת,vhuka@knesset.gov.il,2003-02-17T00:00:00,,993,חקירה,,,True,2015-03-20T12:02:57
40,ועדת המשנה המייעצת בנושא הבדיקה בבנקים,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,39,ועדת החקירה בנושא איתור והשבת נכסים של נספי השואה,True,2015-03-20T12:02:57
41,"ועדת המשנה המייעצת בנושא הבדיקה בנדל""ן",,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,39,ועדת החקירה בנושא איתור והשבת נכסים של נספי השואה,True,2015-03-20T12:02:57
42,ועדת החקירה הפרלמנטרית בנושא הסחר בנשים,185,ועדת משנה למאבק בסחר בנשים,16,72,ועדה מיוחדת,,2003-02-17T00:00:00,,993,חקירה,,,True,2015-03-20T12:02:57
43,ועדת המשנה מאבק בתאונות הדרכים,68,ועדת חקירה פרלמנטרית בנושא תאונות הדרכים,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,23,ועדת הכלכלה,True,2015-03-20T12:02:57
44,"ועדת המשנה לעניין הטרמינל החדש בנתב""ג",,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,23,ועדת הכלכלה,True,2015-03-20T12:02:57
45,ועדת המשנה לעניין כוונת משרד הביטחון לבטל את נסיעות החיילים ברכבת,,,16,74,ועדת משנה,,2004-08-10T00:00:00,,,,23,ועדת הכלכלה,True,2015-03-20T12:02:57
46,ועדת המשנה לעניין צו הבזק,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,23,ועדת הכלכלה,True,2015-03-20T12:02:57
47,ועדת המשנה לעניין חישוב תמלוגים לבעלי זכויות יוצרים ומבצעים,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,23,ועדת הכלכלה,True,2015-03-20T12:02:57
48,ועדת המשנה לעניין סעיפים בתקנות הגז,,,16,74,ועדת משנה,,2004-08-10T00:00:00,,,,23,ועדת הכלכלה,True,2015-03-20T12:02:57
49,הוועדה המשותפת לסעיפי הצעת חוק לביטול הרשויות לפיתוח הנגב והגליל,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
50,הוועדה המשותפת לעניין חוק נתוני אשראי,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
51,"הוועדה המשותפת לעניין חוק הרשות השנייה לטלוויזיה ולרדיו, התש""ן-1990",,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
52,הוועדה המשותפת לעניין משק המים,,,16,73,ועדה משותפת,,2004-08-10T00:00:00,,,,,,True,2015-03-20T12:02:57
53,ועדת המשנה לספורט,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,27,"ועדת החינוך, התרבות והספורט",True,2015-03-20T12:02:57
54,הוועדה המשותפת בנושא סלילת כבישי גישה למוסדות החינוך במדינה,,,16,73,ועדה משותפת,,2004-08-10T00:00:00,,,,,,True,2015-03-20T12:02:57
55,הוועדה המשותפת קשיים תקציביים המונעים עליית יהודים מאתיופי,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
56,"ועדת המשנה למודיעין ולשירותים החשאיים
",,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,22,ועדת החוץ והביטחון,True,2015-03-20T12:02:57
57,הוועדה המשותפת לעניין האזנות הסתר,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
58,"ועדת המשנה לתפיסת הביטחון ובניין צה""ל",,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,22,ועדת החוץ והביטחון,True,2015-03-20T12:02:57
59,"ועדת המשנה לכח אדם בצה""ל",,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,22,ועדת החוץ והביטחון,True,2015-03-20T12:02:57
60,ועדת המשנה ליחסי חוץ והסברה,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,22,ועדת החוץ והביטחון,True,2015-03-20T12:02:57
61,ועדת המשנה לענייני חקיקה,,,16,74,ועדת משנה,,2004-08-10T00:00:00,,,,22,ועדת החוץ והביטחון,True,2015-03-20T12:02:57
62,ועדת המשנה לכוננות וביטחון שוטף,,,16,74,ועדת משנה,,2004-08-10T00:00:00,,,,22,ועדת החוץ והביטחון,True,2015-03-20T12:02:57
63,הוועדה המשותפת לעניין הכרזה על שעת חירום,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
64,"ועדת המשנה לנושא אבטחת ח""כים",,,16,74,ועדת משנה,,2003-06-02T00:00:00,,,,20,ועדת הכנסת,True,2015-03-20T12:02:57
65,ועדת המשנה לעניין נציב הדורות הבאים,,,16,74,ועדת משנה,noabiran@knesset.gov.il,2003-05-20T00:00:00,,,,20,ועדת הכנסת,True,2015-03-20T12:02:57
66,ועדת המשנה לתיקון התקנון,,,16,74,ועדת משנה,noabiran@knesset.gov.il,2003-05-13T00:00:00,,,,20,ועדת הכנסת,True,2015-03-20T12:02:57
67,ועדת המשנה לנושא הופעת נושאי משרה ציבורית בפני ועדות הכנסת,,,16,74,ועדת משנה,noabiran@knesset.gov.il,2004-08-10T00:00:00,,,,20,ועדת הכנסת,True,2015-03-20T12:02:57
68,ועדת המשנה לבדיקת מעמדם של מנהלי הסיעות הכנסת,,,16,74,ועדת משנה,,2003-07-17T00:00:00,,,,20,ועדת הכנסת,True,2015-03-20T12:02:57
69,הוועדה המשותפת לתקציב הקשר עם הציבור,,,16,73,ועדה משותפת,,2004-08-10T00:00:00,,,,,,True,2015-03-20T12:02:57
70,הוועדה המשותפת לתקציב הכנסת,,,16,73,ועדה משותפת,noabiran@knesset.gov.il,2003-03-12T00:00:00,,,,,,True,2015-03-20T12:02:57
71,ועדת המשנה לעניין סמכויות הצנזור,,,16,74,ועדת משנה,,2004-08-10T00:00:00,,,,25,"ועדת החוקה, חוק ומשפט",True,2015-03-20T12:02:57
72,ועדת המשנה לתיקונים בחוקי הבחירות,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,25,"ועדת החוקה, חוק ומשפט",True,2015-03-20T12:02:57
73,ועדת המשנה לדיון בהצעת חוק החברות (תיקון מס' 2),,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,25,"ועדת החוקה, חוק ומשפט",True,2015-03-20T12:02:57
74,ועדת המשנה למעקב אחר יישום חוק שירות המדינה,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,25,"ועדת החוקה, חוק ומשפט",True,2015-03-20T12:02:57
75,ועדת המשנה לבדיקת משך ההליך המשפטי,,,16,74,ועדת משנה,,2004-08-10T00:00:00,,,,25,"ועדת החוקה, חוק ומשפט",True,2015-03-20T12:02:57
76,ועדת המשנה לאינטרנט וטכנולוגיית המידע,,,16,74,ועדת משנה,sciencecom@knesset.gov.il,2003-02-17T00:00:00,,,,31,ועדת המדע והטכנולוגיה,True,2015-03-20T12:02:57
77,ועדת המשנה לנושא מדענים עולים,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,31,ועדת המדע והטכנולוגיה,True,2015-03-20T12:02:57
78,ועדת המשנה לענייני היי טק,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,31,ועדת המדע והטכנולוגיה,True,2015-03-20T12:02:57
79,ועדת המשנה לנושא מפגעי איכות סביבה,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,24,ועדת הפנים ואיכות הסביבה,True,2015-03-20T12:02:57
80,ועדת המשנה לנושא ביטחון פנים,,,16,74,ועדת משנה,,2004-08-10T00:00:00,,,,24,ועדת הפנים ואיכות הסביבה,True,2015-03-20T12:02:57
81,ועדת המשנה לעניין לוד ועכו,,,16,74,ועדת משנה,,2004-08-10T00:00:00,,,,24,ועדת הפנים ואיכות הסביבה,True,2015-03-20T12:02:57
82,ועדת המשנה לתכנון ובניה לבדיקת נושא מטמנות אשפה,,,16,74,ועדת משנה,,2004-08-10T00:00:00,,,,24,ועדת הפנים ואיכות הסביבה,True,2015-03-20T12:02:57
83,הוועדה המשותפת לעניין בית פרומין,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
84,ועדת המשנה לבחינת המשבר בעסקים קטנים,,,16,74,ועדת משנה,,2004-08-12T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
85,ועדת המשנה לעניין תיקון חוק ביטוח בריאות ממלכתי,,,16,74,ועדת משנה,,2004-08-12T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
86,ועדת המשנה למיסים,,,16,74,ועדת משנה,,2004-08-12T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
87,ועדת המשנה לעניין מצב הבניה בישראל,,,16,74,ועדת משנה,,2004-08-12T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
88,הוועדה המשותפת לעניין הטבות מס לישובים,,,16,73,ועדה משותפת,,2004-08-12T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
89,הוועדה המשותפת לעניין מוסר התשלומים של המדינה,,,16,73,ועדה משותפת,,2004-08-12T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
90,ועדת המשנה לתעשייה,,,16,74,ועדת משנה,,2004-08-12T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
91,ועדת המשנה לנושא הטלת ביטוח בריאות על עקרת בית,,,16,74,ועדת משנה,,2004-08-12T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
92,ועדת המשנה לפי סעיף 5 לחוק הכנסת לעניינים חסויים,,,16,74,ועדת משנה,,2005-11-09T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
93,ועדת המשנה לעניין תנאים נלווים לראש הממשלה ונשיא לשעבר,,,16,74,ועדת משנה,,2004-08-12T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
94,ועדת המשנה לעניין הוצאות רכב לשרים וסגני שרים,,,16,74,ועדת משנה,,2004-08-12T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
95,הוועדה המשותפת לדיון בהצעת חוק הזנה במוסדות חינוך והצעת חוק ארוחה יומית לתלמיד,,,16,73,ועדה משותפת,,2004-08-12T00:00:00,,,,,,True,2015-03-20T12:02:57
96,הוועדה המשותפת למיסוד נתוני הביטוח הלאומי,,,16,73,ועדה משותפת,,2004-08-12T00:00:00,,,,,,True,2015-03-20T12:02:57
97,הוועדה המשותפת לדיון בהצעת חוק המדיניות הכלכלית לשנת הכספים 2004,,,16,73,ועדה משותפת,,2004-08-12T00:00:00,,,,,,True,2015-03-20T12:02:57
98,הוועדה המשותפת לדיון בהצעת חוק הביטוח הלאומי,,,16,73,ועדה משותפת,,2004-08-12T00:00:00,,,,,,True,2015-03-20T12:02:57
99,הוועדה המשותפת לדיון בהצעת חוק התוכנית להבראת כלכלת ישראל,,,16,73,ועדה משותפת,,2004-08-12T00:00:00,,,,,,True,2015-03-20T12:02:57
100,הוועדה המשותפת לדיון בהצעת חוק התוכנית להבראת כלכלת ישראל,,,16,73,ועדה משותפת,,2004-08-12T00:00:00,,,,,,True,2015-03-20T12:02:57
101,"ועדת המשנה לענייני צה""ל ומערכת הביטחון",,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,29,הוועדה לענייני ביקורת המדינה,True,2015-03-20T12:02:57
102,ועדת החקירה הפרלמנטרית בנושא האלימות בספורט,34,ועדת חקירה פרלמנטרית בנושא האלימות בספורט,16,72,ועדה מיוחדת,,2003-02-17T00:00:00,,993,חקירה,,,True,2015-03-20T12:02:57
103,הוועדה המשותפת לוועדת החינוך ולוועדת המדע,,,16,73,ועדה משותפת,,2004-08-29T00:00:00,,,,,,True,2015-03-20T12:02:57
104,"הוועדה המשותפת לוועדת החוקה, חוק ומשפט ולוועדת הכספים לעניין תוכנית ויסקונסין",,,16,73,ועדה משותפת,,2004-08-29T00:00:00,,,,,,True,2015-03-20T12:02:57
105,הוועדה המשותפת לתוכנית הכלכלית (החברות הממשלתיות),,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
106,הוועדה המשותפת לעניין חוק התכנון והבניה(רישוי באמצעות מורשה להיתר),,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,24,ועדת הפנים ואיכות הסביבה,True,2015-03-20T12:02:57
107,הצוות לבדיקת מצב הרשויות הדרוזיות,,,16,74,ועדת משנה,,2004-08-29T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
108,הצוות לבדיקת משבר בית החולים יוספטל באילת,,,16,74,ועדת משנה,,2004-08-29T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
109,הצוות לבדיקת תופעת הטבע של הבורות הבולעניים בים,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
110,הצוות לבדיקת מצב בית החולים איכילוב,,,16,74,ועדת משנה,,2004-08-29T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
111,הצוות לבדיקת מצב בית החולים ביקור חולים,,,16,74,ועדת משנה,,2004-08-29T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
112,ועדת המשנה לענייני עמותות,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
113,הצוות לבדיקת העלאת תעריפי ביטוח חובה,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
114,הצוות לבדיקת נושא נפגעי הגזזת,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
115,הצוות לבדיקת נושא הגמלה המשולמת לנשיא המדינה,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
116,"ועדת המשנה להצעת חוק רשות הספנות והנמלים, התשס""ד-2004",,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
117,ועדת המשנה לרפורמה בביטוח הרכב הדו-גלגלי,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
118,ועדת המשנה,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,22,ועדת החוץ והביטחון,True,2015-03-20T12:02:57
119,ועדת המשנה לניצולי השואה,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
120,ועדת המשנה למיסים,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
121,"ועדת המשנה לנושא ביטחון, יחסי חוץ וקשרי מסחר בינלאומיים",,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,29,הוועדה לענייני ביקורת המדינה,True,2015-03-20T12:02:57
122,הוועדה המשותפת לוועדת החינוך ולוועדת הכספים,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
123,הוועדה המשותפת לוועדת הכספים ולוועדת הפנים,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
124,הוועדה המשותפת לוועדת הכלכלה ולוועדת הכספים ,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
125,הוועדה המשותפת לעניין חוק הרשות השנייה לטלוויזיה ורדיו,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
126,ועדת המשנה לענייני דתות,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,24,ועדת הפנים ואיכות הסביבה,True,2015-03-20T12:02:57
127,הוועדה המשותפת לוועדת הכספים ולוועדת החינוך והתרבות,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
128,הוועדה המשותפת לוועדת העבודה ולוועדת הכספים,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
129,הוועדה המשותפת לעניין עתיד החברה להגנת הטבע,,,16,73,ועדה משותפת,,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
131,ועדה משותפת בנושא הארכת חיים (עבודה - חוקה),,,16,73,ועדה משותפת,,2004-10-11T00:00:00,,,,,,True,2015-03-20T12:02:57
132,ועדת המשנה לעניינים חסויים,,,16,74,ועדת משנה,,2004-10-13T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
133,ועדת המשנה לנושא השאילתות,,,16,74,ועדת משנה,noabiran@knesset.gov.il,2004-10-12T00:00:00,,,,20,ועדת הכנסת,True,2015-03-20T12:02:57
134,ועדת המשנה לנושא זכויות נפגעי עבירה,,,16,74,ועדת משנה,,2004-07-28T00:00:00,,,,25,"ועדת החוקה, חוק ומשפט",True,2015-03-20T12:02:57
135,הוועדה המשותפת לעניין הפעלת כביש חוצה ישראל והמשך סלילת חלקיו הצפוני והדרומי,,,16,73,ועדה משותפת,,2004-10-19T00:00:00,,,,23,ועדת הכלכלה,True,2015-03-20T12:02:57
137,ועדת המשנה לביטוח,,,16,74,ועדת משנה,tamirc@knesset.gov.il,2004-12-05T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
138,"ועדת המשנה לענייני פיתוח תעשיה, בינוי שיכון ותיירות במגזר הערב",,,16,74,ועדת משנה,,2004-12-12T00:00:00,,,,23,ועדת הכלכלה,True,2015-03-20T12:02:57
139,"הוועדה המשותפת לעניין סיום המו""מ בין הממשלה והעובדים להקמת מע""צ",,,16,73,ועדה משותפת,,2004-12-12T00:00:00,,,,23,ועדת הכלכלה,True,2015-03-20T12:02:57
140,"הוועדה המשותפת לעניין סיום המו""מ עם העובדים להקמת מע""צ החדשה",,,16,73,ועדה משותפת,,2004-12-12T00:00:00,,,,23,ועדת הכלכלה,True,2015-03-20T12:02:57
141,הצוות לבדיקת הקמת אצטדיון בעיר סכנין,,,16,74,ועדת משנה,,2004-07-06T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
144,ועדת המשנה לנושא תכנון ופיתוח עיר הכרמל,,,16,74,ועדת משנה,,2004-12-29T00:00:00,,,,24,ועדת הפנים ואיכות הסביבה,True,2015-03-20T12:02:57
145,ועדת המשנה לדיון בהצעת חוק יישום תוכנית ההתנתקות - אזור התעשייה ארז,,,16,74,ועדת משנה,,2005-01-04T13:06:21,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
146,"ועדת המשנה לעניין חוק יישום תוכנית ההתנתקות, התשס""ה",,,16,74,ועדת משנה,,2005-01-04T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
147,ועדת החינוך והתרבות,8,"ועדת החינוך, התרבות והספורט",16,71,ועדה ראשית,emorali@knesset.gov.il,2003-02-17T00:00:00,,,,,,True,2015-03-20T12:02:57
148,הוועדה המשותפת לדיון בהצעות חוק שעניינן אנטנות סלולריות,149,ועדה המייעצת בנושא הבדיקה בבנקים ,16,73,ועדה משותפת,YAFAS@KNESSET.GOV.IL,2005-01-04T00:00:00,,,,,,True,2015-03-20T12:02:57
149,הוועדה המיוחדת לענייני מחקר ופיתוח מדעי וטכנולוגי,13,ועדת  המדע  והטכנולוגיה,16,72,ועדה מיוחדת,,2005-01-05T00:00:00,,992,מיוחדת,,,True,2015-03-20T12:02:57
150,הוועדה המשותפת לוועדת הכספים ולוועדת הפנים לדיון בהצעת חוק ההסדרים 2005,,,16,73,ועדה משותפת,,2005-01-18T00:00:00,,,,,,True,2015-03-20T12:02:57
151,הוועדה המשותפת לוועדת הכספים ולוועדת הכלכלה לדיון בהצעת חוק ההסדרים 2005,,,16,73,ועדה משותפת,,2005-01-20T00:00:00,,,,,,True,2015-03-20T12:02:57
152,הוועדה המשותפת לוועדת הכספים ולוועדת החינוך לדיון בהצעת חוק ההסדרים 2005,,,16,73,ועדה משותפת,,2005-01-18T00:00:00,,,,,,True,2015-03-20T12:02:57
153,ועדת המשנה לרשויות מקומיות,,,16,74,ועדת משנה,,2003-02-17T00:00:00,,,,21,ועדת הכספים,True,2015-03-20T12:02:57
